Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Year,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,ConGen,ConRen,Cons,Polps,PpsGe,PpsGe:St,PpsGe:Sub,PpsEx,PpsEx:St,PpsEx:Sub,PpsOro,PpsOro:St,PpsOro:Sub,PpsOthPr,PpsOthPr:St,PpsOthPr:Sub,PpsVet,PpsVet:St,PpsVet:Sub,PpsAut,PpsAut:St,PpsAut:Sub,PpsInt,PpsInt:St,PpsInt:Sub,PpsOth,PpsOth:St,PpsOth:Sub,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,HrBor,HrTrinc,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrCit,CitGen,CitRights,CitDef,CitOth,HrDem,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrMob,Prot,ProtCiv,ProtGrp,ProtOth,RiOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Cameroon/Nigeria,Territory,18,Cameroon-Nigeria border peace process,Africa (excl MENA),1013,1,Joint Communiqué Establishing the Cameroon-Nigeria Mixed Commission (CNMC),2002,15/11/2002,Unilateral document,2,3607,Inter,Imp,ExtSub,"The agreement is unsigned, however, the parties are listed as:
President Paul Biya of Cameroon
President Olusegun Obasanjo of Nigeria","The agreement is unsigned, however, the third parties are listed as:
Kofi Annan, Secretary-General of the United Nations","Page 1: ...""In the course of these meetings, both parties agreed to identify a number of confidence- building measures which would pave the way to resolving many of the issues which are the subject of the ICJ  ruling. These include measures considered by the two Heads of State in Paris on 5 September and those  agreed upon at the ministerial meeting of the Joint Commission in Abuja on 30 September 2002, as well as additional relevant measures.",CMR,NGA,471,475,405,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
South Sudan/Sudan,Government/territory,109,Sudanese (North-South) peace process,Africa (excl MENA),451,1,Memorandum of Understanding between the Government of the Sudan and the Sudan People's Liberation Movement/Army on Aspects of Structures of Government,2002,18/11/2002,Multiparty signed/agreed,3,4176,Intra,SubPar,Iss,"Dr. Ghazi Salahuddin Atabani, The Government of the Sudan;  Cdr. Salva Kiir Mayardit, The Sudan People's Liberation Movement/Army","Witnessed by: Lt. Gen. Lazaro K. Sumbeiywo, Special Envoy IGAD Sudan Peace Process and on
Behalf of the IGAD Envoys",Machakos Protocol; Memorandum of Understanding (MOU) on the Cessation of Hostilities,SSD,SDN,626,625,309,1553,,836,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,3,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Sri Lanka,Government/territory,114,Sri Lanka LTTE 2002 onward process,Asia and Pacific,1155,1,Declaration in Support of the Peace Process in Sri Lanka (Oslo Declaration),2002,25/11/2002,Multiparty signed/agreed,4,754,InterIntra,Pre,PreOth,"Not signed but expressed to be: 'We, government representatives from the Asia-Pacific region, North America and Europe, meeting in Oslo on 25 November 2002'. . .",,,LKA,,780,,352,,,835,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Burundi,Government,16,Burundi: Arusha and related peace process,Africa (excl MENA),321,1,Ceasefire Agreement between the Transitional Government of Burundi and the Conseil National pour la Defence de la Democratie-Forces pour la Defense de la Democratie,2002,02/12/2002,Multiparty signed/agreed,12,23049,Intra,Cea,Ceas,"Signatories:
- For the Transitional Government of Burundi: (Signed) Pierre Buyoya
President of the Republic of Burundi
- For CNDD-FDD:
(Signed) Pierre Nkurunziza Legal representative","Guarantors:
- Yoweri Kaguta Museveni, President of the Republic of Uganda (Chairman of the Regional Initiative)

Witnesses:
- Benjamin Mkapa, President of the United Republic of Tanzania (Vice-Chairman of the Regional Initiative)
- Ambassador Bah, Special Representative of the African Union in Burundi
- Ambassador Dinka, Special Representative of the United Nations Secretary-General in Burundi
- Deputy President Zuma Facilitator of the Burundi peace process",#NAME?,BDI,,516,,287,1065,,918,No,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,3,2,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,1,1
Sri Lanka,Government/territory,114,Sri Lanka LTTE 2002 onward process,Asia and Pacific,1160,1,The third sesson of peace talks between the Government of Sri Lanka (GOSL) and the Liberation Tigers of Tamil Eelam (LTTE) (Oslo Communique),2002,05/12/2002,Multiparty signed/agreed,2,4923,Intra,Pre,PreMix,Liberation Tigers of Tamil Eelam (LTTE); Government of Sri Lanka,Royal Government of Norway,,LKA,,780,,352,,,835,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Indonesia/(Aceh),Government/territory,55,Indonesia-Aceh peace process,Asia and Pacific,325,1,Cessation of Hostilities Framework Agreement between the Government of the Republic of Indonesia and the Free Aceh Movement,2002,09/12/2002,Multiparty signed/agreed,6,15474,Intra,Cea,CeaMix,"For the Government of the Republic of Indonesia, Amb. Mr. S. Wiryono; For the Leadership of the Free Aceh Movement Dr. Zaini Abdullah","Witnessed by Henry Dunant Centre for Humanitarian Dialogue (HDC), Mr. Martin Griffiths",10 May 2002 Joint Statement;,IDN,,850,,366,1111,,912,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Democratic Republic of Congo,Government,28,DRC: Second Congo war process,Africa (excl MENA),394,1,Global and Inclusive Agreement on Transition in the Democratic Republic of Congo ('The Pretoria Agreement'),2002,16/12/2002,Multiparty signed/agreed,20,34808,Intra,SubPar,MultIss,"the Government of the Democratic Republic of the Congo, the Congolese Rally for Democracy (RCD), the Movement for the Liberation of the Congo (MLC), the political opposition, civil society, the Congolese Rally for Democracy/Liberation Movement (RDC/ML), the Congolese Rally for Democracy/National (RCD/N), the Mai-Mai;","Page 2, PREAMBLE

CALLING on the following persons to bear witness: His Excellency Mr Ketumile MASIRE, neutral facilitator in the Inter-Congolese Dialogue, His Excellency Mr Koffi ANNAN, Secretary-General of the United Nations Organisation, represented by His Excellency Mr Moustapha NIASSE, Special Envoy of the Secretary-General of theUnited Nations for the Inter-Congolese Dialogue, His Excellency Mr Thabo MBEKI, President of the Republic of South Africa and current Chairman of the African Union;","Page 2, PREAMBLE

CONSIDERING the Agreement on a ceasefire in the Democratic Republic of the Congo signed in Lusaka on 10, 30 and 31 July 1999;",COD,,490,,283,1005,,905,Yes,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,1,0,1,1,0,1,3,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Indonesia/(Aceh),Government/territory,55,Indonesia-Aceh peace process,Asia and Pacific,1689,1,Status of Mission Agreement (SOMA) on the Establishment and Management of the HDC Aceh Monitoring Mission (HAMM),2002,16/12/2002,Multiparty signed/agreed,5,7357,Intra,Cea,Rel,"For the Government Of the Republic of Indonesia
SUDI SILALAHI
For the Henry Dunant Centre for Humanitarian Dialogue (HDC)
MARTIN GRIFFITHS",,"cessation of hostilities (COH) agreement; Framework Agreement between GOI and GAM regarding Cessation of Hostilities dated December 9, 2002",IDN,,850,,366,,,912,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,909,1,Kabul Declaration of Good Neighbourly Relations,2002,24/12/2002,Multiparty signed/agreed,1,1607,InterIntra,SubPar,MultIss,"The Transitional Administration of Afghanistan, Government of People's Republic of China, Government of the Islamic Republic of Iran, Government of the Islamic Republic of Pakistan, Government of Republic of Tajikistan, and Government of the Republic of Uzbekistan.",,Bonn agreement,AFG,,700,,333,,,225,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Uganda,Government,120,Uganda peace process,Africa (excl MENA),649,1,Peace Agreement between the Government of the Republic of Uganda and the National Rescue Front II (Yumbe Peace Agreement),2002,24/12/2002,Multiparty signed/agreed,11,7183,Intra,Cea,CeaMix,"Rt. Hons ERIYA KATEGAYA, The First Deputy Prime Minister and Minster of Internal Affairs  For and On behalf of the Government of the Republic of Uganda.

Maj. Ge. ALI A. BAMUZE, Chairman Uganda National Rescue Front II High Command For and on behalf of the Uganda National Rescue Front II.",Signed in the presence of Maj. Gen. Yoweri Museveni (for Government) and  LT. Col. Amis Akuaku (UNRF II),"Page, 2, Untitled Preamble

The Parties, pursuant to the Ceasefire Agreement signed between the Parties on the 15th day of June 2002 and to the Peace Talks held from 16th December 2002 at State Lodge, Arua.",UGA,,500,,314,1145,,905,No,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sri Lanka,Government/territory,114,Sri Lanka LTTE 2002 onward process,Asia and Pacific,1161,1,"Accelerated Action on Resettlement and Humanitarian Action, Progress on Human Rights",2003,09/01/2003,Multiparty signed/agreed,2,7195,Intra,Pre,PreMix,The Government of Sri Lanka (GOSL) and the Liberation Tigers of Tamil Eelam (LTTE),Royal Government of Norway,,LKA,,780,,352,,,835,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1
Cote d'Ivoire,Government,5,Cote D'Ivoire: peace process,Africa (excl MENA),1053,1,"Ceasefire Agreement between the Government of Côte d'Ivoire, the Mouvement Populaire Ivoirien du Grand Ouest (MPIGO) and the Mouvement pour la Justice et la Paix (MSP)",2003,13/01/2003,Multiparty signed/agreed,2,2378,Intra,Cea,Ceas,"For the Government of the Republic of Côte d’Ivoire
(Signed) Laurent Dona Fologo 

For MPIGO
(Signed) Sergeant Félix Doh 

For MJP
(Signed) Commander Gaspard Deli","For ECOWAS 
(Signed) Dr. Mohamed Ibn Chambas Executive Secretary",,CIV,,437,,419,,,925,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Cote d'Ivoire,Government,5,Cote D'Ivoire: peace process,Africa (excl MENA),436,1,Linas-Marcoussis Agreement,2003,23/01/2003,Multiparty signed/agreed,12,27932,Intra,SubComp,FrAg,"For the FPI-
Pascal AFFI NÄGUESSAN

For the  MFA-
Innocent KOBENA ANAKY

For the MJP-
Gaspard DELI

For the MPCI-
Guillaume SORO

For the MPIGO-
Félix DOH

For the PDCI-RDA-
Henri KONAN BEDIE

For the PIT-
Francis WODIE

For the RDR-
Alassane Dramane OUATTARA

For the UDCY
Théodore MEL EG

For the UDCPI-
Paul AKOTO YAO","The Chairman: Piere MAZEAUD

 UN, AU & ECOWAS facilitators [not signatories]",,CIV,,437,,419,1139,,925,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,2,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,2,0,1,0,0,1,1,0,1,1,0,3,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,1,0,1,1,2,0,0,0,0,2,1,0,0,0,1,0,1,3,2,0,1,0,1,0,1,1,0,1,0,1,1,1
India/(Nagaland),Government/territory,52,India-Nagaland peace process,Asia and Pacific,1834,1,"Joint Communique issued by T.Muivah, general secretary of the NSCN (I-M) and K.Padmanabhaiah, Representative of the Government of India",2003,23/01/2003,Multiparty signed/agreed,1,1200,Intra,Ren,Repre,"Th. Muivah, general secretary of the NSCN (I-M)
Shri K. Padmanabhaiah, Representative of the Government of India",,,IND,,750,,251,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
